,median_house_value
6553,-81071.20533464706
10579,23791.63459546864
18454,33205.79111287446
17831,-5359.08364811592
16323,-2411.2003926218167
8043,28488.61337851698
6450,-154922.29613967717
143,-5975.195606347232
6018,37901.393334801454
12698,6531.515088211672
9883,57637.40774339385
855,-7288.829217132647
19989,-12515.469125755742
8086,41729.85353267501
11354,-9695.944442948094
7142,-5695.770649822574
9053,-8280.253007396372
15879,9763.971560238104
4381,25554.08597397612
1839,-694.192762825638
13432,21236.974298208603
10879,-14224.695515520929
8569,-101189.5277693962
9756,10404.200070316525
9591,25804.514616419445
5225,1312.0032350555266
16109,-47538.90862301338
1502,16113.69496170184
12111,18507.532105206483
7513,94485.38705457581
17407,53210.70326212089
15448,8296.48504275104
6595,-25083.867848546113
17135,-25050.889302480384
11303,33389.225311623944
20353,-38690.32324293698
5068,50765.49775158812
19460,4447.3872041008435
4588,-90739.44852114486
15634,-16662.86334857912
6322,-11877.346118323505
17580,520.6241606233234
12802,647.5543982246309
9079,-20089.16293163359
15031,50898.901151525875
13711,-20517.689384810612
4501,-2836.776379597024
16515,-1702.9366973819124
15755,-173027.27827462024
17858,-72630.5614744157
4882,-2084.9389289274986
14363,-79999.6808993358
5700,69008.66514445876
8203,-7656.113147873461
12042,19467.870308049547
18954,28499.43604659912
14261,20782.313460775636
17548,45189.36438593856
7852,36727.49248300155
9284,-28632.093706384534
6400,-7748.1072530352685
2807,26802.887073409554
15919,-31614.553873323253
9320,14503.26294432237
264,16611.570056009514
13564,6837.7598880838195
11449,-2897.5363362492644
18937,31070.69901771398
11422,1530.3446686554234
3148,16990.35565770867
12678,248.0489375156758
4280,-87331.56633993093
12481,-46618.05478018429
5826,-26066.747689699812
12371,-36338.616430676135
5773,-52894.74143836627
6143,-15503.906440656981
2708,-29013.095000037894
2053,8413.118195123185
9004,14629.235902269313
4818,-60454.72206951742
16671,-36251.63901701241
16982,44806.22384265531
3067,-3484.593240314076
199,83514.68048102106
17096,-45468.298426040565
1122,-4404.8586204207095
2935,8475.563841540512
4331,-148098.55426612854
17264,-27483.696756158053
2784,-72222.90863655924
13587,232.84716632025084
3570,30714.959462426486
13466,-7426.937353204325
10191,40726.59426600789
20037,5359.9305917395395
3521,-10493.53148499591
1110,22868.8823777613
14991,45205.57730407565
8781,-70087.56060710279
15854,27650.849750335794
9846,21929.38557078538
7470,-16281.95445299428
10404,-23906.317231880937
8462,5330.361790963769
9741,-14480.586871021165
16065,-24253.235621724394
15642,-101367.71321831294
3740,33433.32893627853
13107,14202.584256854505
2569,26222.08492097407
8519,53372.69301206962
15899,43515.91969331534
11930,24227.624863817007
20109,-15269.71717626878
17610,-1740.2580497128074
2779,187078.33942115196
13177,-16484.33838981623
2787,-84736.92251259135
10672,-98772.459009715
18530,9638.681587913656
7465,-6811.601817716379
9824,-53316.73920261502
7984,83761.15444804216
18204,-139074.72499379
4933,26973.1495128472
7203,-2867.6999369097757
11753,-93176.66341562368
10380,35421.826492018154
20564,-68192.29576153225
968,-17856.752548373537
3684,-18144.15989566536
4902,26381.455522049888
3126,89086.7672880571
4878,-144335.01726273756
19490,3144.1256438501296
9349,-85373.95730933128
15764,-59727.173724133114
1659,12081.356238009757
5504,-5443.403431441926
19779,4927.430427651765
4976,22656.44743807442
6772,-64974.023642927874
18510,10655.07105356059
20406,89646.81442570512
16112,-25650.630945182493
17034,-36583.73664625065
20362,25521.736030565633
19208,17492.51853390888
19291,-51969.39330487262
20559,18841.071775569988
20252,-25966.159661973186
20565,-135625.22675501037
2344,2959.9443858334125
9847,57823.577922309225
10486,7097.900489177817
16450,7926.9262949917465
15378,-14473.611722786358
14555,38101.118983727065
18847,-10122.741454297153
1418,-3074.1376172094606
20578,-174066.07760689137
16972,-13005.82508509676
7640,-3525.004490012245
19125,36249.30306693804
5748,-67170.99010362587
14188,1360.3454000051133
18213,-125036.13133400283
7240,-31702.900663485692
4181,-34121.52164778291
7440,-20908.38805528535
8561,-51778.372027831036
7432,-19538.182758333453
19340,12111.000892718293
6540,-16804.338432155026
8768,33296.753680504626
4149,7165.365369554987
1802,23317.534798307606
3840,-29334.570647890912
10720,-31006.636741495226
18874,44093.848676162306
14875,9750.177532073809
18771,11265.61825159195
2544,-7181.816021364371
4104,-84109.00210253487
17001,-49169.92251732992
12142,62172.98067010837
19184,25752.860053605837
5371,-70418.80173470138
10180,-8272.345556592336
4544,-4581.814025785134
19038,-10118.181049413863
14978,10885.96823512415
1011,-8759.28226005024
12989,-15796.767113938593
10705,148449.2261879884
12848,-1364.8160564682767
11839,12697.797343112034
17175,-37685.05951322924
11541,-7132.511317988246
16074,-42214.29445928126
7314,-31679.24526759138
11672,-31677.36680630868
13655,-30913.574106241518
6479,-11717.89912985405
20202,53152.037340934796
11154,-54441.18685762744
4131,-67583.80182817033
9876,20470.834415480203
6827,-47785.69145824312
11155,18969.45406703159
14027,58959.093575603474
10662,14465.982500722457
15070,24659.836698084808
182,23643.95338241788
2291,-10088.865653500718
913,-11113.429915079032
20391,40059.14112754399
2552,-1556.6825310886634
19475,-11785.501323436678
641,24099.27323118609
19681,20000.457218635536
12338,-4847.044288316276
5496,-73024.12833375952
8199,23584.302049492457
11137,15641.682417721982
11639,-45870.25182738394
1593,-6750.79445782362
6156,21772.75239893727
3114,8415.378547308064
4117,19795.262512139278
5372,41606.56172340212
7806,15941.722925859794
13082,-4852.350622755053
3780,1568.0970844818512
13163,-64241.49873367038
772,-1402.2078235649678
17185,-59960.75235645735
15279,-126898.82982991484
16831,49146.11365691078
4660,-237696.27109842072
8979,-6038.089338228805
852,-12207.677646115248
12384,43458.65202441931
2565,-7226.707822689059
20166,-36805.64083576901
619,42528.26044299995
11952,32375.396800686576
6133,-16367.78157510233
73,43535.32563523771
5499,-83535.78351713007
987,-192528.2428318221
941,-3408.9349374775193
19224,11028.619354965078
13541,867.8023800407391
6142,-22011.285753266056
18983,14392.072549109987
7532,46909.02152120788
6221,6920.90736265661
9239,1812.151638068768
5807,3730.1179584464116
19107,94289.15952879674
8901,-116157.49662308261
11679,-24325.346780104912
10021,-35194.30354823975
14217,-17070.07573382248
16236,-20777.84290108258
12160,-152.90139685504255
5065,7615.358693783288
10030,-27486.011817773047
5550,-31513.41948990058
14629,-68237.6406024097
7235,-8540.760952534329
16899,-52571.141804122075
998,-33560.540713504626
9283,-4172.927708325267
18866,20698.258305470954
6459,-93157.36239329982
7664,-5727.080878466571
3381,15078.955849889608
20011,10598.303763653676
11508,-70837.90321853722
10829,46775.144742040895
3484,-67453.04172507732
18144,-26934.77283663064
17914,-51916.986460483255
13493,3080.8604475272878
185,69085.92123206196
20517,12043.225705780671
4858,21950.181856226118
11096,29815.377505874698
7161,16843.303750812833
11781,-14888.852617742217
6702,-323709.2217811215
14099,25138.805205325538
16633,66802.93877036191
18432,44832.93055235228
14553,34167.34536922688
12373,20873.47719133411
15243,-177372.50151297677
732,-3289.710797732201
17937,-98438.98250949185
983,-113432.95100595139
6021,20137.680317333754
14199,14939.507003960724
2607,-36915.01639983378
19331,-13762.296980598127
15443,-82048.80325578805
13394,5272.845576560096
137,73735.61571006052
15833,5462.976151954499
4942,-19007.142691660527
14331,-92514.46308366812
15943,-24683.755187413277
9188,188757.59673111985
16566,-35935.05398115108
20491,34684.463286185055
4309,-52922.388900268765
1635,19974.352748466772
14841,5433.6507234450255
11842,17974.578571449325
3513,29343.83588308515
3587,32633.03877221147
985,-81480.29135410825
3173,-8774.032044570253
7683,23609.174000145344
2509,17082.55212820525
8222,167316.53317370833
534,223.97093927089009
10469,-17946.484982598166
14808,-70162.1111795592
3180,-31953.404740748927
247,-727.383367818984
3238,13758.58953003597
4936,32885.48542672419
1289,-14351.742283104628
8923,-278140.5714816161
1012,-59983.534287645365
3411,27233.164460896456
11657,-14129.779273209337
8220,-22827.29495611947
12467,-34014.65352298309
10273,23397.18058582142
4682,202508.06178606616
18705,-14065.657498276298
17498,-38952.874445507216
16253,41557.810556175245
11728,-149552.289216895
11714,-114164.32180905616
8508,30327.128349522594
6315,-92136.06927819457
18972,-8131.466008892603
1521,-46735.341925533314
13431,24076.96361028205
7236,-8424.699841761321
9157,28662.63414906856
13876,3863.780089351523
970,-33228.6878479321
12117,14885.30180560585
1197,11946.187534770099
8074,53450.03283060924
11013,-54728.777843498654
14495,-37594.96017117749
1811,56765.51237293487
3786,-28392.958887419314
8661,-20444.05757026153
18261,-60342.46787053556
10530,86863.98579249164
17825,-65469.897395300446
20626,9261.573385581214
15332,59349.14776519424
13531,26891.56414610229
11685,-82002.04049955649
8277,41209.167308830656
5761,-110344.91590583132
20310,118093.07718468251
7598,14529.912943033138
10001,-37511.61459475657
9539,-14676.989810675848
14337,116855.27036206433
13087,16399.009066093975
14437,135347.29835723847
13889,30056.50601612043
11333,-22401.979855371348
17762,-16293.812980433693
4302,-113091.71381970285
11859,16002.174658547272
11174,4752.540254865482
15677,-57914.036928113084
6054,4653.980277379829
11075,-34960.013932219095
19072,-6113.702728717908
4038,-131333.49015321862
1901,23424.902101097046
5832,-89485.53729728982
8149,41945.14120335644
817,-33552.312582216284
16299,20674.727495373605
10511,-18049.212369990244
11485,6875.642528249475
7255,7115.067664722155
9786,73491.67601870603
15394,-68819.32372796154
4264,-55359.66711180331
10561,-8309.983059969323
5961,-16728.728368892567
18597,84000.45124305214
3768,9327.873410083237
10573,27524.652124981396
7626,-3230.8575513612595
15152,25659.15581767948
7451,68862.49247950094
92,-55316.50737037162
17010,-153164.86353531445
5287,-115396.76537398994
17004,-22875.261962711927
18134,-37781.382247102505
14449,-39236.261863536725
396,52248.45426137699
20392,27164.84958265972
3018,89962.97677931216
1279,-82977.47713683493
17332,-13113.313000849332
15224,33189.98080540722
9923,-13101.259506702845
19869,-4500.752118740595
10341,-37582.425509621506
12330,25108.935506704132
16206,20808.097842483316
2829,34208.110945366585
15067,-20798.76371828439
4168,-28018.28529663186
10600,15266.0576457344
1141,16188.571223812993
13555,10641.469350339554
8355,44406.82945832523
16007,65840.59549659991
18573,13690.369663316465
4755,-160795.1364603541
16760,16059.317618315108
13369,-9346.17866441852
4431,15660.916139962734
4199,-16513.556323621277
16420,154108.0296116395
16812,-2329.082305345102
3328,19547.95061365921
12180,22958.252631809795
1263,-25021.721031359804
15200,56069.76061346597
13294,-1603.3515822150512
781,2699.0016470863193
6106,45382.57593398684
6110,14321.670533759461
19617,-23188.739654497855
19390,-6772.090408075688
6175,-6753.142256458523
20090,1493.4753408406978
14349,-167345.31421246642
7455,16964.275373735174
20298,95962.01612821489
2468,5318.207197803524
283,-94877.83152653277
5353,-77569.8491555875
3208,4153.343593505153
5568,-30642.03648075994
16838,53844.96210028604
19769,-3420.28951737014
12182,62257.320779682836
7275,21031.88116566121
17223,114500.67842071992
10786,-80643.89682537323
3965,11686.567199371813
